Ticker,MarketCap,TrailingPE,ForwardPE,TrailingEPS,ForwardEPS,TotalRevenue,DividendYield,Beta,Sector,Industry,FullTimeEmployees,Sector_Encoded,Industry_Encoded
SUVEN.BO,22963193856.0,,8.9693365,-6.58,11.74,75740000.0,,1.429,Healthcare,Drug Manufacturers - Specialty & Generic,141.0,7,32
SUZLON.BO,678911213568.0,59.21429,87.26316,0.84,0.57,92569796608.0,,1.438,Industrials,Specialty Industrial Machinery,7800.0,8,87
SWANENERGY.BO,127827755008.0,12.970737,,31.44,,54800211968.0,0.02,-0.109,Industrials,Conglomerates,137.0,8,25
SWARAJENG.BO,31848923136.0,20.449652,30.903467,128.21,84.84,15786893312.0,3.62,0.61,Consumer Cyclical,Auto Parts,297.0,3,10
SWELECTES.BO,7743114752.0,20.831972,17.816532,24.52,28.67,4783785984.0,0.59,1.176,Technology,Solar,279.0,10,84
SYMPHONY.BO,73097265152.0,40.167923,35.75579,26.5,29.77,14200699904.0,1.22,0.607,Consumer Cyclical,"Furnishings, Fixtures & Appliances",450.0,3,45
TAINWALCHM.BO,2163051776.0,55.26316,,4.18,,118971000.0,,0.419,Basic Materials,Specialty Chemicals,24.0,1,86
TAJGVK.BO,28171784192.0,29.57867,,15.19,,4453562880.0,0.33,0.698,Consumer Cyclical,Lodging,377.0,3,54
TAKE.BO,1374514816.0,,0.469296,-7.42,20.03,703030016.0,,1.013,Healthcare,Biotechnology,203.0,7,15
TALBROAUTO.BO,13336377344.0,11.335258,10.268536,19.06,21.04,8250644992.0,0.32,0.642,Consumer Cyclical,Auto Parts,742.0,3,10
TALWALKARS.BO,44957108.0,0.41907516,,,,,,,Unknown,Unknown,,11,97
TANLA.BO,58814164992.0,11.32452,10.271944,38.58,,40088731648.0,2.75,1.709,Technology,Software - Application,993.0,10,82
TARMAT.BO,1394285568.0,,,-0.61,,841726976.0,,0.619,Industrials,Engineering & Construction,110.0,8,37
TATACHEM.BO,198111002624.0,,15.362506,-21.62,50.62,148530003968.0,1.93,1.158,Basic Materials,Chemicals,4644.0,1,21
TATACOFFEE.BO,64398295040.0,35.841995,,9.62,,28662650880.0,,0.898,,,6044.0,0,0
TATACOMM.BO,385904279552.0,36.360096,67.19852,37.24,20.15,229474500608.0,1.23,1.524,Communication Services,Telecom Services,7144.0,2,90
TATAELXSI.BO,337109975040.0,41.666668,99.9723,129.9,54.14,37381812224.0,1.29,0.933,Technology,Software - Application,12969.0,10,82
TATAINVEST.BO,308284751872.0,91.73668,,66.42,,3470697984.0,0.46,0.234,Financial Services,Capital Markets,23.0,6,20
TATAMETALI.BO,35084181504.0,30.879658,13.25519,35.98,83.82,31237265408.0,,1.163,,,1638.0,0,0
TATAMOTORS.BO,2284728614912.0,7.163223,26.238901,86.63,23.65,4430597455872.0,0.48,1.617,Consumer Cyclical,Auto Manufacturers,91496.0,3,9
TATAPOWER.BO,1083539849216.0,28.400337,58.16467,11.94,5.83,642289369088.0,0.59,0.914,Utilities,Utilities - Independent Power Producers,22372.0,12,98
TATASTEEL.BO,1711130935296.0,62.081444,1.6873693,2.21,81.31,2210117189632.0,2.62,1.267,Basic Materials,Steel,121869.0,1,89
TBZ.BO,10960500736.0,15.307549,55.30303,10.73,2.97,25976578048.0,1.07,1.127,Consumer Cyclical,Luxury Goods,997.0,3,56
TCI.BO,69315641344.0,17.545084,38.30652,51.57,23.62,44053209088.0,1.38,0.247,Industrials,Integrated Freight & Logistics,3896.0,8,50
TCIFINANCE.BO,166698880.0,,,-1.12,,-6960000.0,,0.925,Financial Services,Credit Services,4.0,6,28
TCPLPACK.BO,35430313984.0,26.177555,91.13849,149.08,42.82,17484177408.0,0.56,1.37,Consumer Cyclical,Packaging & Containers,2228.0,3,69
TCS.BO,12605063168000.0,25.839205,23.079546,134.83,,2520819957760.0,1.66,0.487,Technology,Information Technology Services,601546.0,10,47
TDPOWERSYS.BO,48260857856.0,32.05394,,9.64,,11944483840.0,0.39,0.68,Industrials,Specialty Industrial Machinery,705.0,8,87
TECHCON.BO,,,,,,,,,Unknown,Unknown,,11,97
TECHIN.BO,334941856.0,,,-0.47,,,,0.055,Real Estate,Real Estate - Development,2.0,9,75
TECHM.BO,1317204525056.0,35.332226,23.81351,42.14,,524755992576.0,2.89,0.609,Technology,Information Technology Services,150488.0,10,47
TECHNOFAB.BO,71856496.0,,,,,,,,Unknown,Unknown,,11,97
TERASOFT.BO,2147042176.0,27.41214,,6.26,,972147008.0,,0.979,Technology,Information Technology Services,899.0,10,47
TEXINFRA.BO,11869825024.0,,,-0.45,,159702000.0,0.16,0.855,Real Estate,Real Estate Services,30.0,9,77
TEXMOPIPES.BO,1510258432.0,27.832434,,1.85,,3776325888.0,,0.704,Industrials,Building Products & Equipment,356.0,8,18
TEXRAIL.BO,51910737920.0,20.116098,28.813745,6.46,4.51,49047814144.0,0.38,1.013,Industrials,Railroads,1969.0,8,74
TFCILTD.BO,13736527872.0,14.529873,12.712083,10.21,11.67,1452077056.0,1.69,0.54,Financial Services,Credit Services,35.0,6,28
TFL.BO,779890496.0,96.86666,,0.15,,144286000.0,,0.831,Financial Services,Mortgage Finance,36.0,6,61
TGBHOTELS.BO,325371904.0,,,-1.21,,350520000.0,,0.865,Consumer Cyclical,Lodging,94.0,3,54
THANGAMAYL.BO,53632516096.0,46.50663,23.830746,40.72,,45112401920.0,0.61,1.237,Consumer Cyclical,Luxury Goods,2112.0,3,56
THEMISMED.BO,14473305088.0,31.45,,5.0,,4316275200.0,0.32,0.533,Healthcare,Drug Manufacturers - Specialty & Generic,1509.0,7,32
THERMAX.BO,369585455104.0,59.875,88.512276,54.8,37.07,100674396160.0,0.37,0.41,Industrials,Conglomerates,5225.0,8,25
THOMASCOOK.BO,58162368512.0,23.645832,17.181185,5.28,,78484496384.0,0.32,0.845,Consumer Cyclical,Travel Services,9097.0,3,95
TI.BO,42899611648.0,23.419662,23.321053,9.46,,13871467520.0,0.23,0.605,Consumer Defensive,Beverages - Wineries & Distilleries,328.0,4,14
TIIL.BO,56217206784.0,23.1491,,107.11,,24858490880.0,,0.676,Industrials,Tools & Accessories,1645.0,8,94
TIJARIA.BO,257639392.0,,,-1.05,,3738130.0,,1.08,Industrials,Building Products & Equipment,1.0,8,18
TIL.BO,12611107840.0,1.3902351,,136.2,,2451899904.0,,1.414,Industrials,Farm & Heavy Construction Machinery,347.0,8,39
TIMETECHNO.BO,81274617856.0,21.932026,31.008657,16.33,11.55,53857361920.0,0.56,1.08,Consumer Cyclical,Packaging & Containers,3761.0,3,69
TIMKEN.BO,186155024384.0,46.29349,33.616543,53.46,73.62,31057840128.0,0.1,0.55,Industrials,Tools & Accessories,1279.0,8,94
TINPLATE.BO,45054341120.0,48.31089,53.605232,8.91,8.03,38522257408.0,,0.973,,,2436.0,0,0
TIRUMALCHM.BO,21803524096.0,,9.21064,-5.13,23.12,20529700864.0,0.47,0.749,Basic Materials,Specialty Chemicals,537.0,1,86
TITAN.BO,2729660121088.0,84.03115,146.97418,36.59,20.92,580340023296.0,0.36,0.535,Consumer Cyclical,Luxury Goods,8680.0,3,56
TNPETRO.BO,6101867520.0,13.954732,,4.86,,18096816128.0,1.77,0.609,Basic Materials,Specialty Chemicals,417.0,1,86
TNPL.BO,8810509312.0,60.331757,3.9657323,2.11,32.1,43903045632.0,3.14,0.483,Basic Materials,Paper & Paper Products,3232.0,1,70
TOKYOPLAST.BO,1087910272.0,139.63414,,0.82,,722806976.0,,0.207,Consumer Cyclical,Packaging & Containers,412.0,3,69
TORNTPHARM.BO,997770461184.0,53.47313,44.7478,55.08,65.82,113018396672.0,1.09,0.287,Healthcare,Drug Manufacturers - Specialty & Generic,15718.0,7,32
TORNTPOWER.BO,637514153984.0,25.909277,44.752388,48.83,28.27,292375003136.0,1.42,0.51,Utilities,Utilities - Independent Power Producers,8145.0,12,98
TREEHOUSE.BO,634660480.0,,,-0.73,,80940000.0,,0.472,Consumer Defensive,Education & Training Services,13.0,4,33
TRENT.BO,1725285007360.0,89.280716,671.27246,54.36,7.23,162153693184.0,0.07,0.502,Consumer Cyclical,Apparel Retail,25277.0,3,7
TRF.BO,3540115712.0,12.392142,,25.96,,1316295040.0,,1.01,Industrials,Specialty Industrial Machinery,464.0,8,87
TRIDENT.BO,129974771712.0,44.448277,2.8644445,0.58,9.0,68050001920.0,2.79,0.475,Consumer Cyclical,Textile Manufacturing,14578.0,3,91
TRIGYN.BO,2425913344.0,8.593239,4.449464,9.17,17.71,9916555264.0,,1.251,Technology,Information Technology Services,763.0,10,47
TRITURBINE.BO,153725321216.0,45.238544,107.46667,10.69,4.5,19258400768.0,0.83,0.761,Industrials,Specialty Industrial Machinery,819.0,8,87
TRIVENI.BO,76187443200.0,35.955578,28.068548,9.68,12.4,53620830208.0,1.01,0.921,Consumer Defensive,Confectioners,2872.0,4,24
TTKPRESTIG.BO,85559508992.0,40.80666,3.8874369,15.31,160.71,26877800448.0,0.96,0.28,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1412.0,3,45
TTL.BO,2666013184.0,17.686567,,0.67,,2033229952.0,,0.681,Consumer Cyclical,Textile Manufacturing,342.0,3,91
TTML.BO,116122845184.0,,,-6.54,,13230600192.0,,1.039,Communication Services,Telecom Services,385.0,2,90
TULASEEBIOE.BO,105899000.0,,,-0.2,,,,-0.164,Basic Materials,Chemicals,,1,21
TULSI.BO,,,,,,,,,Unknown,Unknown,,11,97
TVSELECT.BO,5489715712.0,,,-1.44,,4130099968.0,0.34,1.24,Technology,Computer Hardware,703.0,10,23
TVSMOTOR.BO,1056501202944.0,53.470688,99.26182,41.62,22.42,429709295616.0,0.36,0.413,Consumer Cyclical,Auto Manufacturers,5980.0,3,9
TVSSRICHAK.BO,20639195136.0,59.175632,11.724445,45.55,229.9,31993600000.0,1.76,1.07,Consumer Cyclical,Auto Parts,2762.0,3,10
TVTODAY.BO,9329185792.0,11.685351,6.032022,13.38,25.92,10081099776.0,5.44,0.345,Communication Services,Broadcasting,2552.0,2,16
UBL.BO,514571796480.0,120.50465,79.69492,16.15,24.42,87254900736.0,0.51,0.52,Consumer Defensive,Beverages - Brewers,2875.0,4,12
UCOBANK.BO,435437502464.0,18.58163,,1.96,,112497983488.0,0.77,1.165,Financial Services,Banks - Regional,21456.0,6,11
UFLEX.BO,32513228800.0,,8.710583,-41.15,51.69,145191944192.0,0.22,0.917,Consumer Cyclical,Packaging & Containers,7384.0,3,69
UGARSUGAR.BO,5249249792.0,,,-4.45,,11869969408.0,0.54,0.556,Consumer Defensive,Confectioners,905.0,4,24
ULTRACEMCO.BO,2914430222336.0,46.728886,31.119936,216.44,,713165570048.0,0.69,0.625,Basic Materials,Building Materials,23670.0,1,17
UNICHEMLAB.BO,42722238464.0,,30.492462,-4.13,19.9,19031746560.0,,0.159,Healthcare,Drug Manufacturers - Specialty & Generic,2875.0,7,32
UNIDT.BO,4739758592.0,33.113472,,7.05,,1800669952.0,0.51,0.552,Energy,Oil & Gas Equipment & Services,186.0,5,64
UNIONBANK.BO,857636077568.0,5.237762,6.2106133,21.45,18.09,505737347072.0,3.2,1.133,Financial Services,Banks - Regional,75866.0,6,11
UNIPLY.BO,665558656.0,,,,,,,,Unknown,Unknown,,11,97
UNITDSPR.BO,912704667648.0,64.9192,49.91798,19.8,,118210002944.0,0.78,0.483,Consumer Defensive,Beverages - Wineries & Distilleries,2598.0,4,14
UNITECH.BO,16299549696.0,,,-14.25,,4765706752.0,,1.467,Real Estate,Real Estate - Diversified,138.0,9,76
UNITY.BO,96701600.0,,,,,,,,Unknown,Unknown,,11,97
UNIVCABLES.BO,17404946432.0,19.7267,28.087904,25.43,17.86,23146801152.0,0.6,0.965,Industrials,Electrical Equipment & Parts,864.0,8,34
UNIWORTH.BO,34665924.0,,,-0.54,,134000.0,,0.039,Consumer Cyclical,Textile Manufacturing,,3,91
UPL.BO,499768590336.0,,12.14711,-0.76,52.07,451419996160.0,0.15,1.07,Basic Materials,Agricultural Inputs,12000.0,1,2
USHAMART.BO,90157924352.0,21.833948,15.905914,13.55,,34071099392.0,0.93,0.681,Basic Materials,Steel,2206.0,1,89
UTTAMSUGAR.BO,7080337920.0,10.965741,,16.93,,17443665920.0,1.35,1.188,Consumer Defensive,Confectioners,852.0,4,24
V2RETAIL.BO,54502359040.0,78.74562,103.664474,20.01,15.2,16821305344.0,,1.108,Consumer Cyclical,Apparel Retail,3338.0,3,7
VADILALIND.BO,25658036224.0,16.447725,,217.03,,12251100160.0,0.04,0.482,Consumer Defensive,Packaged Foods,681.0,4,68
VAIBHAVGBL.BO,37550624768.0,27.116306,4.5094714,8.34,50.15,33191518208.0,2.65,0.395,Consumer Cyclical,Luxury Goods,1255.0,3,56
VAKRANGEE.BO,14991349760.0,230.66667,,0.06,,2457208064.0,0.36,1.287,Technology,Information Technology Services,217.0,10,47
VALUEIND.BO,,,,,,,,,Unknown,Unknown,,11,97
VARDMNPOLY.BO,4372768768.0,0.9019784,,11.12,,2880942080.0,,0.48,Consumer Cyclical,Textile Manufacturing,974.0,3,91
VASCONEQ.BO,7782009856.0,6.8099008,,5.05,,12292988928.0,,0.989,Industrials,Engineering & Construction,752.0,8,37
VASWANI.BO,1158242176.0,11.510903,,3.21,,3863752960.0,,1.784,Basic Materials,Steel,255.0,1,89
VEDL.BO,1542096683008.0,11.778043,8.018124,33.52,,1462519988224.0,11.02,1.436,Basic Materials,Other Industrial Metals & Mining,17526.0,1,67
VENUSREM.BO,3959305472.0,11.361719,,26.07,,6480796160.0,,1.154,Healthcare,Drug Manufacturers - Specialty & Generic,1187.0,7,32
VESUVIUS.BO,81080885248.0,30.675728,80.13841,130.23,49.85,17767200768.0,0.32,0.551,Industrials,Specialty Industrial Machinery,559.0,8,87
VGUARD.BO,134444105728.0,45.27859,38.029556,6.82,8.12,53825101824.0,0.45,0.387,Industrials,Electrical Equipment & Parts,3006.0,8,34
VHL.BO,9431798784.0,4.411084,,669.96,,-59707000.0,0.17,0.435,Financial Services,Credit Services,3.0,6,28
VIDEOIND.BO,2424827904.0,,,,,,,,Unknown,Unknown,,11,97
VIDHIING.BO,21736065024.0,51.80953,71.46141,8.4,6.09,3534076928.0,1.38,0.227,Basic Materials,Specialty Chemicals,96.0,1,86
VIKASECO.BO,4209530112.0,26.444445,1.2659575,0.09,1.88,3618170112.0,,1.104,Basic Materials,Specialty Chemicals,109.0,1,86
VIMTALABS.BO,19228276736.0,35.59235,114.45106,24.31,7.56,3529590016.0,0.23,0.614,Healthcare,Diagnostics & Research,1428.0,7,30
VINATIORGA.BO,158106206208.0,40.98764,26.300224,37.21,57.99,21500270592.0,0.46,0.439,Basic Materials,Specialty Chemicals,1279.0,1,86
VINDHYATEL.BO,16066857984.0,7.9806333,18.306105,169.88,74.06,41131692032.0,1.11,1.106,Industrials,Engineering & Construction,452.0,8,37
VINYLINDIA.BO,4140517120.0,18.34281,,12.31,,6206412800.0,2.99,0.317,Basic Materials,Specialty Chemicals,12.0,1,86
VIPCLOTHNG.BO,2965260800.0,,,-0.55,,2043684992.0,,0.54,Consumer Cyclical,Apparel Manufacturing,1047.0,3,6
VIPIND.BO,42918445056.0,,21.772335,-4.59,13.88,22005399552.0,0.51,0.57,Consumer Cyclical,Footwear & Accessories,7515.0,3,44
VISAKAIND.BO,5688028160.0,,1.3418263,-1.9,49.06,15134621696.0,0.76,0.618,Industrials,Building Products & Equipment,1945.0,8,18
VISASTEEL.BO,5211707904.0,,,-3.22,,5601650176.0,,1.416,Basic Materials,Steel,319.0,1,89
VISHNU.BO,26801584128.0,22.570862,14.795615,17.64,26.91,13542849536.0,0.08,0.878,Basic Materials,Specialty Chemicals,464.0,1,86
VIVIDHA.BO,254649872.0,,4.35,-0.54,0.2,2895000.0,,1.41,Consumer Cyclical,Textile Manufacturing,,3,91
VIVIMEDLAB.BO,406278144.0,,0.41072926,,,,,,Unknown,Unknown,,11,97
VLSFINANCE.BO,7262878208.0,4.619295,,46.23,,2244774912.0,0.7,1.123,Financial Services,Capital Markets,35.0,6,20
VMART.BO,58848071680.0,,48.501957,-5.94,61.28,31423799296.0,,0.81,Consumer Cyclical,Department Stores,9827.0,3,29
VOLTAMP.BO,63424602112.0,19.684898,63.240692,318.47,99.13,18165460992.0,1.44,0.26,Industrials,Electrical Equipment & Parts,352.0,8,34
VOLTAS.BO,436800421888.0,60.97685,59.222122,21.6,22.24,148481196032.0,0.42,0.439,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1938.0,3,45
VSSL.BO,16559166464.0,15.668987,14.069446,12.93,14.4,17757841408.0,0.99,0.935,Basic Materials,Steel,1247.0,1,89
VSTIND.BO,42818338816.0,13.174231,1.6587849,19.17,152.25,14235743232.0,5.4,0.462,Consumer Defensive,Tobacco,772.0,4,93
VSTTILLERS.BO,29249992704.0,28.32901,30.6306,119.51,110.53,10171685888.0,0.59,1.232,Industrials,Farm & Heavy Construction Machinery,755.0,8,39
VTL.BO,109944340480.0,12.78843,2.6827548,29.73,141.72,97357201408.0,1.05,0.415,Consumer Cyclical,Textile Manufacturing,24929.0,3,91
WABAG.BO,80999882752.0,30.212246,20.200853,43.11,,30720000000.0,,1.658,Industrials,Engineering & Construction,1600.0,8,37
WALCHANNAG.BO,10243740672.0,,,-6.12,,2974799872.0,,1.557,Industrials,Engineering & Construction,1508.0,8,37
WANBURY.BO,5628333568.0,13.120703,,13.09,,5669202944.0,,0.596,Healthcare,Drug Manufacturers - Specialty & Generic,1491.0,7,32
WEBELSOLAR.BO,39486103552.0,84.741844,,11.04,,4273392128.0,,1.327,Technology,Solar,190.0,10,84
WEIZMANIND.BO,1650100352.0,24.37071,,4.37,,1116391936.0,0.47,0.328,Consumer Cyclical,Textile Manufacturing,,3,91
WELCORP.BO,192973111296.0,13.10652,13.978495,56.14,,145137401856.0,0.68,0.875,Basic Materials,Steel,5213.0,1,89
WELENT.BO,57064484864.0,17.454813,58.900707,23.79,7.05,33837400064.0,0.72,0.746,Industrials,Engineering & Construction,30000.0,8,37
WELINV.BO,2396790528.0,65.78234,,9.97,,53053000.0,,0.486,Financial Services,Capital Markets,2.0,6,20
WELTI.BO,102949336.0,,,-0.41,,-13000.0,,1.012,Basic Materials,Agricultural Inputs,,1,2
WENDT.BO,19173699584.0,47.845734,111.26798,200.37,86.16,2281900032.0,0.52,0.764,Industrials,Tools & Accessories,378.0,8,94
WESTLIFE.BO,106156646400.0,910.6667,669.60785,0.75,1.02,24329234432.0,,0.504,Consumer Cyclical,Restaurants,10314.0,3,80
WHEELS.BO,13785099264.0,12.408181,,45.47,,47386898432.0,2.11,0.479,Consumer Cyclical,Auto Parts,2511.0,3,10
WHIRLPOOL.BO,117762588672.0,37.03911,23.309895,25.06,39.82,76486901760.0,0.54,0.456,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2364.0,3,45
WILLAMAGOR.BO,288810720.0,,,-220.26,,37215000.0,,1.378,Financial Services,Credit Services,2.0,6,28
WINDMACHIN.BO,20595810304.0,,88.65455,-1.0,2.75,3559170048.0,0.21,1.412,Industrials,Specialty Industrial Machinery,612.0,8,87
WINSOME.BO,155555840.0,,,-1.55,,254258000.0,,-8.148,Consumer Cyclical,Textile Manufacturing,379.0,3,91
WIPRO.BO,2904107778048.0,23.469992,12.771389,11.83,21.74,887924981760.0,2.16,0.699,Technology,Information Technology Services,234000.0,10,47
WOCKPHARMA.BO,188264415232.0,,,-13.09,,30009999360.0,,1.723,Healthcare,Drug Manufacturers - Specialty & Generic,2386.0,7,32
WSTCSTPAPR.BO,25947310080.0,6.707359,12.5712,58.57,31.25,40911007744.0,2.04,0.462,Basic Materials,Paper & Paper Products,2420.0,1,70
XCHANGING.BO,10137763840.0,21.411764,,4.25,,1786200064.0,18.68,0.796,Technology,Information Technology Services,104.0,10,47
XPROINDIA.BO,23204681728.0,52.079582,,19.98,,5054798848.0,0.19,0.323,Basic Materials,Specialty Chemicals,211.0,1,86
YESBANK.BO,525488029696.0,23.942858,0.55755156,0.7,30.06,135489363968.0,,0.484,Financial Services,Banks - Regional,28001.0,6,11
YKMIND.BO,24918946.0,,,,,,,,Unknown,Unknown,,11,97
ZEEL.BO,89414762496.0,17.514124,8.951991,5.31,,83468001280.0,1.08,0.771,Communication Services,Broadcasting,3065.0,2,16
ZEELEARN.BO,2096467456.0,1.2667984,,5.06,,3297255936.0,,0.856,Consumer Defensive,Education & Training Services,316.0,4,33
ZEEMEDIA.BO,8118068224.0,,,-1.42,,6450899968.0,,1.12,Communication Services,Broadcasting,1774.0,2,16
ZENSARTECH.BO,167500840960.0,26.045197,42.100452,28.32,17.52,51513999360.0,1.22,1.018,Technology,Information Technology Services,9689.0,10,47
ZENTEC.BO,93970792448.0,42.023716,25.013159,24.88,41.8,7900540928.0,0.1,1.125,Industrials,Aerospace & Defense,342.0,8,1
ZICOM.BO,72966656.0,,,,,,,,Unknown,Unknown,,11,97
ZODIACLOTH.BO,2301742336.0,,,-18.31,,1705212032.0,,0.423,Consumer Cyclical,Apparel Manufacturing,1196.0,3,6
ZUARI.BO,7620909568.0,3.461318,,52.35,,43817684992.0,,0.319,Basic Materials,Agricultural Inputs,,1,2
ZYDUSWELL.BO,99380617216.0,30.581556,34.055824,51.07,45.86,25784000512.0,0.32,0.075,Consumer Defensive,Packaged Foods,1008.0,4,68
