,Security Id,Security Name,Group,Industry
443,KANANIIND,KANANI INDUSTRIES LTD.,B ,Other Apparels &amp; Accessories
447,BLISSGVS,BLISS GVS PHARMA LTD.,B ,Pharmaceuticals
449,ALEMBICLTD,ALEMBIC LTD.,B ,Pharmaceuticals
450,BAYERCROP,BAYER CROPSCIENCE LTD.,A ,Agrochemicals
451,SASHWAT,Sashwat Technocrats Limited,P ,Construction Materials
452,CHEMOPH,CHEMO PHARMA LABORATORIES LTD.,XT,Pharmaceuticals
454,COROMANDEL,COROMANDEL INTERNATIONAL LTD.,A ,Fertilizers
457,GOCLCORP,GOCL Corporation Ltd-$,B ,Oil Marketing &amp; Distribution
458,KANORICHEM,KANORIA CHEMICALS &amp; INDUSTRIES LTD.,B ,Commodity Chemicals
459,KELENRG,KELTECH ENERGIES LTD.,XT,Specialty Chemicals
460,MPAGI,M.P.AGRO INDUSTRIES LTD.,P ,Fertilizers
463,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,B ,Agrochemicals
464,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,XT,Commodity Chemicals
465,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES LTD.,B ,Specialty Chemicals
466,UNICHEMLAB,UNICHEM LABORATORIES LTD.,B ,Pharmaceuticals
467,ZANDUREALT,Zandu Realty Limited,T ,Realty
468,ALKYLAMINE,ALKYL AMINES CHEMICALS LTD.-$,B ,Specialty Chemicals
469,ASTRAZEN,ASTRAZENECA PHARMA INDIA LTD.,B ,Pharmaceuticals
471,TANFACIND,TANFAC INDUSTRIES LTD.-$,XT,Commodity Chemicals
472,GUJPETR,GUJARAT PETROSYNTHESE LTD.,XT,Fibres &amp; Plastics
474,CONTCHM,CONTINENTAL CHEMICALS LTD.,P ,IT Software Products
475,JBCHEPHARM,J.B.CHEMICALS &amp; PHARMACEUTICALS LTD.,B ,Pharmaceuticals
479,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,XT,Breweries &amp; Distilleries
480,KESARENT,KESAR ENTERPRISES LTD.-$,B ,Sugar
481,TI,TILAKNAGAR INDUSTRIES LTD.-$,T ,Breweries &amp; Distilleries
482,EMERALL,Emerald Leisures Ltd,XT,Other Leisure Facilities
483,SAKHTISUG,SAKTHI SUGARS LTD.,B ,Sugar
484,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,B ,Construction &amp; Engineering
486,IFBAGRO,IFB AGRO INDUSTRIES LTD.,T ,Breweries &amp; Distilleries
487,DHARSUGAR,DHARANI SUGARS &amp; CHEMICALS LTD.,B ,Sugar
489,CAPRO,CAPROLACTAM CHEMICALS LTD.,XT,Commodity Chemicals
490,GMBREW,G.M.BREWERIES LTD.,B ,Breweries &amp; Distilleries
491,RANASUG,RANA SUGARS LTD.,B ,Sugar
493,SDBL,SOM DISTILLERIES &amp; BREWERIES LTD.,B ,Breweries &amp; Distilleries
494,CJGEL,C.J.GELATINE PRODUCTS LTD.,XT,Specialty Chemicals
497,IVP,IVP LTD.,B ,Commodity Chemicals
498,OLYOI,OLYMPIC OIL INDUSTRIES LTD.,XT,Other Agricultural Products
499,POLSON,POLSON LTD.,XT,Specialty Chemicals
501,SAGRSOY-B,SAGAR SOYA PRODUCTS LTD.,P ,Edible Oils
502,WIPRO,WIPRO LTD.,A ,IT Consulting &amp; Software
503,DHANUKA,DHANUKA AGRITECH LTD.,B ,Agrochemicals
505,LIMECHM,LIME CHEMICALS LTD.,Z ,Commodity Chemicals
506,TAINWALCHM,TAINWALA CHEMICALS &amp; PLASTICS (INDIA) LTD.,B ,Plastic Products
507,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,B ,Pharmaceuticals
508,KHAICHEM,KHAITAN CHEMICALS &amp; FERTILIZERS LTD.,XT,Fertilizers
509,UNTTEMI,UNITED LEASING &amp; INDUSTRIES LTD.,P ,Finance (including NBFCs)
510,GILLETTE,GILLETTE INDIA LTD.,B ,Personal Products
511,ANSALHSG,ANSAL HOUSING &amp; CONSTRUCTION LTD.-$,B ,Realty
512,MCCHRLS-B,MAC CHARLES (INDIA) LTD.,Z ,Hotels
513,ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,XT,Textiles
514,UNITECH,UNITECH LTD.,A ,Realty
515,VIPIND,V.I.P.INDUSTRIES LTD.-$,B ,Other Apparels &amp; Accessories
517,EASTBUILD,EAST BUILDTECH LTD.,P ,Realty
519,KIDUJA,KIDUJA INDIA LTD.,XT,Comm.Trading  &amp; Distribution
520,KEYCORP,KEY CORP LTD.,XT,Finance (including NBFCs)
521,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LTD.,XT,Personal Products
522,JPTRLES,JUPITER INDUSTRIES &amp; LEASING LTD.,P ,Finance (including NBFCs)
523,HAWKINCOOK,HAWKINS COOKERS LTD.-$,B ,Houseware
524,WARRENTEA,WARREN TEA LTD.-$,XT,Tea &amp; Coffee
525,COCHMAL,COCHIN MALABAR ESTATES &amp; INDUSTRIES LTD.,XT,Auto Tyres &amp; Rubber Products
526,BESTEAST,BEST EASTERN HOTELS LTD.,XT,Hotels
527,NEAGI,NEELAMALAI AGRO INDUSTRIES LTD.,P ,Tea &amp; Coffee
528,ISTLTD,IST LTD.,XT,Auto Parts &amp; Equipment
531,APOLLOHOSP,APOLLO HOSPITALS ENTERPRISE LTD.,A ,Healthcare Facilities
532,NITINCAST,Nitin Castings Ltd,XT,Misc.Commercial Services
534,EVERESTIND,EVEREST INDUSTRIES LTD.,B ,Cement &amp; Cement Products
536,AYMSYNTEX,AYM Syntex Ltd,B ,Textiles
537,FINKURVE,Finkurve Financial Services Ltd,XT,Finance (including NBFCs)
538,HBLEAS,HB LEASING &amp; FINANCE CO.LTD.,XT,Finance (including NBFCs)
539,SHRICON,SHRICON INDUSTRIES LTD.,XT,Finance (including NBFCs)
540,FRONTCAP,Frontier Capital Ltd,XT,Misc.Commercial Services
541,NAVNETEDUL,Navneet Education Limited,B ,Publishing
544,AUSOMENT,AuSom Enterprise Limited,B ,Comm.Trading  &amp; Distribution
545,RUCHINFRA,RUCHI INFRASTRUCTURE LTD.,T ,Edible Oils
546,VJTFEDU,VJTF EDUSERVICES LTD.,XT,Education
548,INDINFO,INDIAN INFOTECH &amp; SOFTWARE LTD.,XT,IT Software Products
549,VISAKAIND,VISAKA INDUSTRIES LTD.,B ,Cement &amp; Cement Products
550,HATHWAYB,HATHWAY BHAWANI CABLETEL &amp; DATACOM LTD.,XT,Broadcasting &amp; Cable TV
552,GUFICBIO,GUFIC BIOSCIENCES LTD.,B ,Pharmaceuticals
553,PHOTON,PHOTON CAPITAL ADVISORS LTD.,XT,Misc.Commercial Services
554,OSWALEA,OSWAL LEASING LTD.,P ,Misc.Commercial Services
555,GRPLTD,GRP LTD.,B ,Auto Tyres &amp; Rubber Products
556,MMRUBBR-B,MM RUBBER COMPANY LTD.,P ,Auto Tyres &amp; Rubber Products
557,PTL,PTL ENTERPRISES LTD.-$,T ,Comm.Trading  &amp; Distribution
558,TVSSRICHAK,TVS SRICHAKRA LTD.-$,B ,Auto Tyres &amp; Rubber Products
559,BENARAS,BENARES HOTELS LTD.,XT,Hotels
560,BHAGWOX,BHAGWATI OXYGEN LTD.,XT,Commodity Chemicals
561,BOMOXY-B1,BOMBAY OXYGEN CORPORATION LTD.,P ,Industrial Gases
562,BERGEPAINT,BERGER PAINTS INDIA LTD.,A ,Furniture-Furnishing-Paints
563,GRAPHITE,GRAPHITE INDIA LTD.,B ,Other Industrial Goods
564,ITDCEM,ITD CEMENTATION INDIA LTD.,B ,Construction &amp; Engineering
565,EMPIND,EMPIRE INDUSTRIES LTD.,B ,Diversified
568,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,XT,Textiles
569,GOACARBON,GOA CARBON LTD.-$,B ,Refineries/ Petro-Products
571,HEG,HEG LTD.,B ,Other Industrial Goods
572,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,B ,Auto Parts &amp; Equipment
574,HIL,HIL LTD.,B ,Cement &amp; Cement Products
575,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.,B ,Textiles
577,OSEASPR,OSEASPRE CONSULTANTS LTD.,XT,Misc.Commercial Services
579,RJSHAH,R.J.SHAH &amp; CO.LTD.,P ,Realty
581,SHALPAINTS,SHALIMAR PAINTS LTD.-$,B ,Furniture-Furnishing-Paints
582,SINNAR,SINNAR BIDI UDYOG LTD.,P ,Cigarettes-Tobacco Products
583,TECHCON,TECHNOJET CONSULTANTS LTD.,XT,Electronic Components
584,SUPREMEIND,SUPREME INDUSTRIES LTD.,A ,Plastic Products
585,THACKER,THACKER &amp; CO.LTD.,XT,Other Financial Services
587,VSTIND,VST INDUSTRIES LTD.,B ,Cigarettes-Tobacco Products
588,MADHUSE,MADHUSUDAN SECURITIES LTD.,XT,Finance (including NBFCs)
589,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,XT,Investment Companies
590,ZMILGFIN,MILGRAY FINANCE &amp; INVESTMENT LTD.,P ,Misc.Commercial Services
592,JINDRILL,JINDAL DRILLING &amp; INDUSTRIES LTD.,B ,Exploration &amp; Production
597,TVOLCON,TIVOLI CONSTRUCTION LTD.,P ,Realty
598,1STCUS,FIRST CUSTODIAN FUND (INDIA) LTD.,XT,Finance (including NBFCs)
603,ANJANIFOODS,Anjani Foods Ltd,XT,Misc.Commercial Services
605,PARSHWANA,PARSHWANATH CORPORATION LTD.,XT,Realty
607,CANFINHOME,CAN FIN HOMES LTD.,A ,Housing Finance 
608,MUNCAPM,MUNOTH CAPITAL MARKET LTD.,XT,Misc.Commercial Services
609,IVC,IL&amp;FS INVESTMENT MANAGERS LTD.,B ,Asset Management Cos.
611,CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,A ,Finance (including NBFCs)
613,VLSFINANCE,VLS FINANCE LTD.,B ,Other Financial Services
615,MEHIF,MEHTA INTEGRATED FINANCE LTD.,XT,Finance (including NBFCs)
616,VIDEOIND,VIDEOCON INDUSTRIES LTD.,A ,Consumer Electronics
617,INTRGLB,INTER GLOBE FINANCE LTD.,XT,Finance (including NBFCs)
618,CREST,CREST VENTURES LIMITED,B ,Finance (including NBFCs)
619,VAKRANGEE,Vakrangee Limited-$,A ,Specialty Retail
620,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,XT,Other Financial Services
621,DHARFIN,DHARANI FINANCE LTD.,XT,Finance (including NBFCs)
622,INDBANK,INDBANK MERCHANT BANKING SERVICES LTD.,B ,Other Financial Services
625,USHAKIRA,USHAKIRAN FINANCE LTD.,XT,Finance (including NBFCs)
626,VIVOBIOT,VIVO BIO TECH LTD.,XT,Biotechnology
627,SUPRATRE,Supra Trends Limited,XT,Other Financial Services
628,MORARKFI,MORARKA FINANCE LTD.,XT,Finance (including NBFCs)
629,PROFINC,PRO FIN CAPITAL SERVICES LTD.,XT,Misc.Commercial Services
630,TIMESGTY,TIMES GUARANTY LTD.,B ,Finance (including NBFCs)
631,SODFC,SOM DATT FINANCE CORPORATION LTD.,XT,Finance (including NBFCs)
632,SAVFI,SAVANI FINANCIALS LTD.,XT,Finance (including NBFCs)
634,DCMFINSERV,DCM FINANCIAL SERVICES LTD.,B ,Finance (including NBFCs)
635,SAMBHAAV,SAMBHAAV MEDIA LTD.,B ,Publishing
637,BGIL,BGIL FILMS &amp; TECHNOLOGIES LTD.,XT,Movies &amp; Entertainment
638,SCANSTL,Scan Steels Limited,XT,Iron &amp; Steel/Interm.Products
639,GICHSGFIN,GIC HOUSING FINANCE LTD.,B ,Housing Finance 
640,MATHEWE,MATHEW EASOW RESEARCH SECURITIES LTD.,XT,Finance (including NBFCs)
641,STANCAP,STANDARD CAPITAL MARKETS LTD.,XT,Finance (including NBFCs)
643,PASUFIN,PASUPATI FINCAP LTD.,XT,Finance (including NBFCs)
645,MEHSECU,MEHTA SECURITIES LTD.,XT,Other Financial Services
646,MEHTAHG,MEHTA HOUSING FINANCE LTD.,XT,Housing Finance 
647,MANSIFIN,MANSI FINANCE (CHENNAI) LTD.,XT,Finance (including NBFCs)
648,SEVENHILL,Seven Hill Industries Limited,XT,Finance (including NBFCs)
653,SOBME,SOBHAGYA MERCHANTILE LTD.,XT,Misc.Commercial Services
655,INERTIAST,INERTIA STEEL LTD.,XT,Misc.Commercial Services
656,PHTRADING,PH TRADING LTD.,P ,Comm.Trading  &amp; Distribution
657,KAPILCO,KAPIL COTEX LTD.,XT,Textiles
663,UPL,UPL Limited,A ,Agrochemicals
665,CRANESSOFT,CRANES SOFTWARE INTERNATIONAL LTD.,B ,IT Software Products
668,NIDHGRN,NIDHI GRANITES LTD.,XT,Construction Materials
669,TWIROST,TWIN ROSES TRADES &amp; AGENCIES LTD.,P ,Misc.Commercial Services
671,SPECMKT,SPECULAR MARKETING &amp; FINANCING LTD.,P ,Misc.Commercial Services
674,ABANSENT,ABans Enterprises Ltd,XT,Comm.Trading  &amp; Distribution
676,CAPRICORN,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD.,XT,Misc.Commercial Services
677,VAMA,VAMA INDUSTRIES LTD.,XT,IT Consulting &amp; Software
678,SUNTECK,SUNTECK REALTY LTD.,B ,Realty
679,BENTCOM,BENTLEY COMMERCIAL ENTERPRISES LTD.,P ,Misc.Commercial Services
680,SILVERO,SILVER OAK COMMERCIAL LTD.,XT,Finance (including NBFCs)
681,CLASELE,CLASSIC ELECTRICALS LTD.,P ,Comm.Trading  &amp; Distribution
683,VERITAS,VERITAS (INDIA) LTD.,XT,Consulting Services
685,JAICORPLTD,JAI CORP LTD.,B ,Iron &amp; Steel/Interm.Products
686,ZNIVITRD,NIVI TRADING LTD.,P ,Misc.Commercial Services
689,AUTOINT,AUTORIDERS INTERNATIONAL LTD.,P ,Transportation - Logistics
690,NNTL,N2N Technologies Limited,Z ,Misc.Commercial Services
691,SHIRPUR-G,SHIRPUR GOLD REFINERY LTD.,B ,Other Non-Ferrous Metals
698,SWORDEDGE,Sword-Edge Commercials Limited,XT,Comm.Trading  &amp; Distribution
706,MERCTRD,MERCURY TRADE LINKS LTD.,P ,Misc.Commercial Services
708,ENBETRD,ENBEE TRADE &amp; FINANCE LTD.,XT,Misc.Commercial Services
711,SHRJAGP,SHRI JAGDAMBA POLYMERS LTD.,XT,Containers &amp; Packaging
715,OASISEC,OASIS SECURITIES LTD.,XT,Finance (including NBFCs)
717,DONEAR,DONEAR INDUSTRIES LTD.-$,T ,Textiles
718,SEQUENT,SEQUENT SCIENTIFIC LTD.,B ,Pharmaceuticals
719,STCINDIA,STATE TRADING CORPORATION OF INDIA LTD.,T ,Comm.Trading  &amp; Distribution
720,ZENITHEXPO,ZENITH EXPORTS LTD.,B ,Textiles
721,KOHINOOR,KOHINOOR FOODS LTD.,B ,Other Agricultural Products
724,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,B ,Other Apparels &amp; Accessories
725,PULSRIN,PULSAR INTERNATIONAL LTD.,P ,Comm.Trading  &amp; Distribution
727,ADANIENT,ADANI ENTERPRISES LTD.,A ,Comm.Trading  &amp; Distribution
730,RLF,RLF LTD.,XT,Textiles
731,REGENTRP,Regent Enterprises Ltd,XT,Other Financial Services
732,ORBTEXP,ORBIT EXPORTS LTD.,B ,Textiles
735,ZJEETMAC,JEET MACHINE TOOLS LTD.,XT,Comm.Trading  &amp; Distribution
738,TRANSFRE,TRANS-FREIGHT CONTAINERS LTD.,XT,Iron &amp; Steel Products
739,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,B ,Iron &amp; Steel Products
742,ACROW,ACROW INDIA LTD.,XT,Iron &amp; Steel Products
746,PENIND,PENNAR INDUSTRIES LTD.-$,B ,Iron &amp; Steel/Interm.Products
747,JYOTISTRUC,JYOTI STRUCTURES LTD.,B ,Heavy Electrical Equipment
748,JAYUSH,JAY USHIN LTD.,XT,Auto Parts &amp; Equipment
749,SSWL,STEEL STRIPS WHEELS LTD.-$,B ,Auto Parts &amp; Equipment
750,MANINDS,MAN INDUSTRIES (INDIA) LTD.-$,B ,Construction &amp; Engineering
752,SYNTHFO,SYNTHIKO FOILS LTD.,XT,Aluminium
753,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Z ,Aluminium
754,METALFORGE,Metalyst Forgings Limited,T ,Other Industrial Products
755,GUJTLRM,GUJARAT TOOLROOM LTD.,XT,Plastic Products
756,AJMERA,AJMERA REALTY &amp; INFRA INDIA LTD.,B ,Realty
758,CARBORUNIV,CARBORUNDUM UNIVERSAL LTD.,A ,Other Industrial Products
759,MMTC,MMTC LTD.,A ,Comm.Trading  &amp; Distribution
760,PMTELELIN,P.M.TELELINNKS LTD.,XT,Iron &amp; Steel/Interm.Products
762,SMFIL,Smiths &amp; Founders (India) Limited,XT,Other Industrial Products
763,BLOIN,BLOOM INDUSTRIES LTD.,P ,Iron &amp; Steel/Interm.Products
764,MAITRI,Maitri Enterprises Ltd,XT,Aluminium
765,TATAMETALI,TATA METALIKS LTD.,B ,Iron &amp; Steel/Interm.Products
766,SHAHALLOYS,SHAH ALLOYS LTD.,B ,Iron &amp; Steel/Interm.Products
768,ELANGO,ELANGO INDUSTRIES LTD.,XT,Iron &amp; Steel/Interm.Products
769,KANSHST,KANISHK STEEL INDUSTRIES LTD.,XT,Iron &amp; Steel Products
770,SIMPLEXCAS,SIMPLEX CASTINGS LTD.,XT,Other Industrial Products
771,SSWRL,SHREE STEEL WIRE ROPES LTD.,XT,Iron &amp; Steel Products
773,SOUTHMG,SOUTHERN MAGNESIUM &amp; CHEMICALS LTD.,P ,Mining
774,GUJCONT,GUJARAT CONTAINERS LTD.,P ,Iron &amp; Steel Products
775,KALYANIFRG,KALYANI FORGE LTD.,T ,Auto Parts &amp; Equipment
776,PANCHMAHQ,PANCHMAHAL STEEL LTD.,XT,Iron &amp; Steel/Interm.Products
777,SRIND,S.R.INDUSTRIES LTD.,XT,Textiles
779,TNSTLTU,TAMILNADU STEEL TUBES LTD.,P ,Iron &amp; Steel Products
780,MSCTC,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD.,Z ,Copper
781,SHRDAIS,SHARDA ISPAT LTD.,XT,Iron &amp; Steel/Interm.Products
782,MAHASTEEL,MAHAMAYA STEEL INDUSTRIES LTD.,B ,Iron &amp; Steel Products
784,NOVIS,NOVA IRON &amp; STEEL LTD.,XT,Iron &amp; Steel/Interm.Products
785,STERPOW,Sterling Powergensys Limited,XT,Industrial Machinery
786,FFPL,FOUNDRY FUEL PRODUCTS LTD.,Z ,Coal
788,HINDCOPPER,HINDUSTAN COPPER LTD.,A ,Copper
790,AXELPOLY,AXEL POLYMERS LTD.,XT,Plastic Products
792,NLCINDIA,NLC India Ltd,A ,Electric Utilities
795,WHITEORG,White Organic Agro Ltd,XT,Other Apparels &amp; Accessories
796,MFSINTRCRP,MFS INTERCORP LTD.,P ,Iron &amp; Steel/Interm.Products
798,AROGRANITE,ARO GRANITE INDUSTRIES LTD.-$,B ,Construction Materials
799,RAJKSYN,RAJKAMAL SYNTHETICS LTD.,XT,Textiles
800,JBFIND,JBF INDUSTRIES LTD.,B ,Fibres &amp; Plastics
801,HIMATSEIDE,HIMATSINGKA SEIDE LTD.,B ,Textiles
802,BSL,BSL LTD.,B ,Textiles
804,ADINATH,ADINATH TEXTILES LTD.,XT,Textiles
806,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,XT,Textiles
807,TTL,T T LTD.-$,B ,Textiles
808,UNIWORTH,UNIWORTH LTD.,XT,Textiles
810,GANECOS,GANESHA ECOSPHERE LTD.,B ,Misc.Commercial Services
811,CEETAIN,CEETA INDUSTRIES LTD.,XT,Construction Materials
812,VARDMNPOLY,VARDHMAN POLYTEX LTD.,B ,Textiles
813,RISHYRN,RISHAB SPECIAL YARNS LTD.,P ,Textiles
814,STCORP,S&amp;T CORPORATION LTD.,XT,Textiles
815,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,B ,Textiles
817,KLIFESTYL,K-Lifestyle &amp; Industries Limited,XT,Textiles
818,SANGAMIND,SANGAM (INDIA) LTD.,B ,Textiles
819,TRUPTWI,TRUPTI TWISTERS LTD.,P ,Comm.Trading  &amp; Distribution
820,KUSHIND,Kush Industries Ltd,XT,Textiles
822,ZENIFIB,ZENITH FIBRES LTD.-$,XT,Textiles
823,AARVEEDEN,AARVEE DENIMS &amp; EXPORTS LTD.,B ,Textiles
824,SANTETX,SANRHEA TECHNICAL TEXTILES LTD.,XT,Textiles
825,ASHIMASYN,ASHIMA LTD.,B ,Textiles
826,PIONEEREMB,PIONEER EMBROIDERIES LTD.-$,B ,Textiles
827,JAIHINDS,JAIHIND SYNTHETICS LTD.,XT,Textiles
828,RAGHUSYN,RAGHUVIR SYNTHETICS LTD.,XT,Textiles
829,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,P ,Textiles
830,OMNITEX,OMNITEX INDUSTRIES (INDIA) LTD.,XT,Textiles
831,PATSPINLTD,PATSPIN INDIA LTD.,B ,Textiles
833,NEOINFRA,NEO INFRACON LTD.,XT,Realty
834,WINSOME,WINSOME YARNS LTD.,B ,Textiles
835,PREMIERPOL,PREMIER POLYFILM LTD.,B ,Commodity Chemicals
838,YARNSYN,YARN SYNDICATE LTD.,XT,Comm.Trading  &amp; Distribution
841,SRIKPRIND,SRI KPR INDUSTRIES LTD.,XT,Plastic Products
842,SOUTLAT,SOUTHERN LATEX LTD.,XT,Textiles
843,OSWAYRN,OSWAL YARNS LTD.,XT,Comm.Trading  &amp; Distribution
844,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,B ,Textiles
848,REGENCERAM,REGENCY CERAMICS LTD.,T ,Furniture-Furnishing-Paints
849,ASAHIINDIA,ASAHI INDIA GLASS LTD.,B ,Auto Parts &amp; Equipment
850,MURUDCERA,MURUDESHWAR CERAMICS LTD.,B ,Furniture-Furnishing-Paints
851,SAINTGOBAIN,SAINT-GOBAIN SEKURIT INDIA LTD.,XT,Construction Materials
852,ANANTRAJ,Anant Raj Limited-$,B ,Realty
853,MADHUDIN,MADHUSUDAN INDUSTRIES LTD.,XT,Edible Oils
855,MADHAV,MADHAV MARBLES &amp; GRANITES LTD.,B ,Construction Materials
858,HINDNATGLS,HINDUSTHAN NATIONAL GLASS &amp; INDUSTRIES LTD.-$,B ,Containers &amp; Packaging
860,SHREYANIND,SHREYANS INDUSTRIES LTD.-$,B ,Paper &amp; Paper Products
861,STARPAPER,STAR PAPER MILLS LTD.,B ,Paper &amp; Paper Products
863,ARROWGREEN,Arrow Greentech Ltd,B ,Plastic Products
864,VISHNU,VISHNU CHEMICALS LTD.,T ,Commodity Chemicals
865,JUMBO,JUMBO BAG LTD.,Z ,Containers &amp; Packaging
868,PDUMJEIND,PUDUMJEE INDUSTRIES LTD.,T ,Paper &amp; Paper Products
869,SANPA,SANGAL PAPERS LTD.,XT,Paper &amp; Paper Products
870,VENTURA,VENTURA TEXTILES LTD.,XT,Textiles
871,STHINPA,SOUTH INDIA PAPER MILLS LTD.,XT,Paper &amp; Paper Products
873,VINDHYATEL,VINDHYA TELELINKS LTD.,B ,Telecom Cables
874,RIR,RUTTONSHA INTERNATIONAL RECTIFIER LTD.,XT,Electronic Components
875,ADORWELD,ADOR WELDING LTD.,B ,Other Industrial Goods
881,USHAMART,USHA MARTIN LTD.,B ,Iron &amp; Steel Products
883,SPELS,SPEL SEMICONDUCTOR LTD.,XT,Electronic Components
884,SUBROS,SUBROS LTD.,B ,Auto Parts &amp; Equipment
887,HONAUT,HONEYWELL AUTOMATION INDIA LTD.,B ,Other Elect.Equip./ Prod.
888,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,XT,Electronic Components
889,LUMAXIND,LUMAX INDUSTRIES LTD.,B ,Auto Parts &amp; Equipment
892,PAEL,PAE LTD.,T ,Comm.Trading  &amp; Distribution
893,CALCOM,CALCOM VISION LTD.,XT,Consumer Electronics
894,DYNAVSN,DYNAVISION LTD.,P ,Electronic Components
895,FINELINE,FINE-LINE CIRCUITS LTD.,XT,Electronic Components
897,GUJARATPOLY,Gujarat Poly Electronics Ltd,XT,Other Elect.Equip./ Prod.
898,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,B ,Electric Utilities
902,MINDTECK,MINDTECK (INDIA) LTD.,B ,IT Software Products
903,HAVELLS,HAVELLS INDIA LTD.,A ,Other Elect.Equip./ Prod.
904,INCAP,INCAP LTD.,XT,Other Elect.Equip./ Prod.
905,GUJINTRX,GUJARAT INTRUX LTD.-$,XT,Other Industrial Products
906,IGARASHI,IGARASHI MOTORS INDIA LTD.,B ,Auto Parts &amp; Equipment
907,SYMPHONY,Symphony Limited,A ,Consumer Electronics
908,VINTRON,VINTRON INFORMATICS LTD.,XT,Computer Hardware
909,PANELEC,PAN ELECTRONICS INDIA LTD.,XT,Electronic Components
910,VXLINSTR,VXL INSTRUMENTS LTD.,XT,Consumer Electronics
912,SHYAMTEL,SHYAM TELECOM LTD.,T ,Telecom Equipment
913,LEENEE,LEE &amp; NEE SOFTWARES (EXPORTS) LTD.,XT,BPO/KPO
914,BUTTERFLY,Butterfly Gandhimathi Appliances Ltd,T ,Household Appliances
915,INTEGSW,INTEGRA SWITCHGEAR LTD.,P ,Other Elect.Equip./ Prod.
916,ATHENAGLO,Athena Global Technologies Ltd-$,XT,IT Software Products
917,DUTRON,DUTRON POLYMERS LTD.-$,XT,Plastic Products
918,RSSOFTWARE,R.S.SOFTWARE INDIA LTD.,B ,IT Software Products
921,ACCEL,ACCEL TRANSMATIC LTD.,XT,Storage Media &amp; Peripherals
922,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,B ,Other Elect.Equip./ Prod.
923,TTKPRESTIG,TTK PRESTIGE LTD.,A ,Houseware
924,LEEL,Leel Electricals Ltd,B ,Industrial Machinery
926,ONWARDTEC,ONWARD TECHNOLOGIES LTD.,B ,IT Consulting &amp; Software
927,CENTUM,CENTUM ELECTRONICS LTD.,B ,Misc.Commercial Services
929,PVP,PVP VENTURES LTD.,B ,Realty
930,TRIGYN,TRIGYN TECHNOLOGIES LTD.,B ,IT Software Products
931,KEI,KEI INDUSTRIES LTD.,B ,Other Elect.Equip./ Prod.
932,INDLMETER,IMP POWERS LTD.,T ,Heavy Electrical Equipment
933,KEERTHI,KEERTHI INDUSTRIES LTD.,XT,Cement &amp; Cement Products
935,SURAJ,SURAJ PRODUCTS LTD.,XT,Iron &amp; Steel/Interm.Products
936,APCL,ANJANI PORTLAND CEMENT LTD.-$,B ,Cement &amp; Cement Products
937,PRSNTIN,PRASHANT INDIA LTD.,P ,Textiles
939,RITESHIN,RITESH INTERNATIONAL LTD.,XT,Commodity Chemicals
940,AVTNPL,AVT NATURAL PRODUCTS LTD.,B ,Other Agricultural Products
941,NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LTD.-$,B ,Textiles
942,VADILENT,VADILAL ENTERPRISES LTD.,XT,Comm.Trading  &amp; Distribution
943,VADILALIND,VADILAL INDUSTRIES LTD.-$,B ,Packaged Foods
944,ASHAI,ASHIANA AGRO INDUSTRIES LTD.,XT,Edible Oils
945,ADFFOODS,ADF FOODS LTD.-$,B ,Packaged Foods
946,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,XT,Finance (including NBFCs)
947,WILLAMAGOR,WILLIAMSON MAGOR &amp; COMPANY LTD.,T ,Comm.Trading  &amp; Distribution
949,SRDAPRT,SARDA PROTEINS LTD.,P ,Edible Oils
951,SANWARIA,Sanwaria Consumer Ltd-$,T ,Edible Oils
952,PRIMAGR,PRIMA AGRO LTD.,XT,Other Agricultural Products
953,BAMBINO,BAMBINO AGRO INDUSTRIES LTD.,XT,Packaged Foods
